HeadLine,day,Dates
Nifty @10K: Over 75 stocks hit fresh 52-week high mark on historic day,Tuesday,7/25/2017
Markets could correct by 4-5% in next couple of months; avoid leverage play: Gautam Shah,Tuesday,7/25/2017
India is witnessing sizable surge in FIIs debt investments; here’s why,Tuesday,7/25/2017
"Buy, Sell, Hold: Here are 10 stocks that analysts are tracking today",Tuesday,7/25/2017
"Closing Bell: Sensex ends in red, Nifty flat after touching 10K in opening tick",Tuesday,7/25/2017
Nifty can gain 8 points at opening: Maximus Securities,Tuesday,7/25/2017
See flat opening led by mixed global cues: ICICIdirect,Tuesday,7/25/2017
"Nifty likely to see resistance at 10,200; 5 stocks which can give up to 5% return intraday",Tuesday,7/25/2017
Ganeshaspeaks: Nifty prediction for July 25,Tuesday,7/25/2017
4 stocks to buy as Nifty set to conquer Mount 10K: Prakash Gaba,Tuesday,7/25/2017
14 securities under F&O ban: does it remind of market scenario in 2007-08 peak?,Tuesday,7/25/2017
Trade Setup for Tuesday: Top 10 things you should know before Opening Bell,Monday,7/24/2017
"Technical View: Nifty forms bullish candle; trade long with stop below 9,838",Monday,7/24/2017
"Market at record close; Sensex soars 217 pts but Nifty fails to hit 10,000",Monday,7/24/2017
"While you wait for Mount 10K, Nifty August Futures has already hit 10,000 mark",Monday,7/24/2017
"BSE to auction investment limits for Rs 11,000 cr govt bonds",Monday,7/24/2017
Indian rupee down 13 paise vs dollar in late morning trade,Monday,7/24/2017
With equity markets near life highs insurance sector will see a growth of 18-20% in FY18,Monday,7/24/2017
"Closing Bell: Sensex ends 200 points higher, Nifty falls short of clinching 10000",Monday,7/24/2017
"Buy, Sell, Hold: 8 stocks that analysts are tracking today",Monday,7/24/2017
"See Nifty open on positive note, gain of 15 points: Maximus Securities",Monday,7/24/2017
Nifty to open flat on back of mixed global cues: ICICIdirect,Monday,7/24/2017
Ganeshaspeaks: Nifty prediction for July 24,Monday,7/24/2017
"FIIs raise stake in 345 firms in June quarter, but 21 of those rose over 100%",Monday,7/24/2017
Trade Setup for Monday: Top 10 things you should know before Opening Bell,Sunday,7/23/2017
Brace for volatility in F&O week; 5 stocks which can give up to 14% return in 2 months,Sunday,7/23/2017
Market Week Ahead: 10 factors to keep investors busy amid July F&O expiry,Sunday,7/23/2017
"Expect Rahul Dravid type steady approach on Nifty till Dec with score of 10,500: IIFL",Saturday,7/22/2017
"Thank God it’s Friday! As markets end higher, over 35 stocks hit fresh all-time highs",Friday,7/21/2017
Technical View: Nifty forms ‘Hanging Man’ pattern; 9930 crucial for bulls,Friday,7/21/2017
"Reliance Industries, IT stocks help Sensex gain 124 pts, Nifty hold 9900; telecom dips",Friday,7/21/2017
RIL announces bonus issue of 1:1 at AGM; stock rallies 4%,Friday,7/21/2017
"Sensex closes 124 pts higher, Nifty holds 9900 but Midcap underperforms",Friday,7/21/2017
Nifty to open gap up by 8 points at 9894: Dynamic Levels,Friday,7/21/2017
"Buy, Sell, Hold: Analysts are watching these 3 stocks today. Do you have them in your portfolio?",Friday,7/21/2017
See Nifty open on positive note: Maximus Securities,Friday,7/21/2017
Expect Nifty to open flat on back of mixed global cues: ICICIdirect,Friday,7/21/2017
Ganeshaspeaks: Nifty prediction for July 21,Friday,7/21/2017
Trade Setup for Friday: Top 10 things you should know before Opening Bell,Thursday,7/20/2017
Technical View: Nifty forms ‘Dark Cloud Cover’ on charts; tread with caution,Thursday,7/20/2017
"Despite declining asset quality, RBL Bank’s Q1 net soars 45% to Rs 141 cr",Thursday,7/20/2017
"Sensex, Nifty close lower after rangebound trade; PSU banks, FMCG, metals drag",Thursday,7/20/2017
Brokerages remain subdued on Havells post Q1; stock falls nearly 2%,Thursday,7/20/2017
"As Sensex flirts with 32K, nearly 100 stocks hit fresh 52-week high",Thursday,7/20/2017
Book profits on bounce towards 9950-10000; 5 stocks which can give up to 11 percent return,Thursday,7/20/2017
Nifty to open gap up by 3 points at 9926: Dynamic Levels,Thursday,7/20/2017
"Closing Bell: Sensex ends on a sluggish note, Nifty below 9900; Kotak Bank, Canara Bank fall",Thursday,7/20/2017
"Expect Nifty to open flat to positive, show uptrend above 9880: Stewart &amp; Mackertich",Thursday,7/20/2017
"Buy, Sell, Hold: 4 stocks and 1 event are on analysts’ radar today",Thursday,7/20/2017
See Nifty open on positive note: Maximus Securities,Thursday,7/20/2017
Nifty to open flat on back of mixed global cues: ICICIdirect,Thursday,7/20/2017
Ganeshaspeaks: Nifty prediction for July 20,Thursday,7/20/2017
Top 10 companies with three digit PE gave up to 400% return in last 1 year; do you own them?,Thursday,7/20/2017
Trade Setup for Thursday: Top 10 things you should know before Opening Bell,Wednesday,7/19/2017
Technical View: Bulls back on D-Street! Nifty forms ‘Strong Bulls candle’ on charts,Wednesday,7/19/2017
"Sensex rebounds 244 pts, Nifty ends tad below 9900; broader markets outperform",Wednesday,7/19/2017
Havells Q1 below Street estimates as net profit falls 16% to Rs 121 cr,Wednesday,7/19/2017
Pace of returns likely to remain low unless earnings growth picks up: Morgan Stanley,Wednesday,7/19/2017
See downside risks to aggregate bottom-up FY18 earnings estimates: Citi,Wednesday,7/19/2017
"Closing Bell: Sensex ends over 240 pts higher, Nifty back at 9900; cement stocks fall",Wednesday,7/19/2017
Nifty to open gap up by 17 points at 9869: Dynamic Levels,Wednesday,7/19/2017
"Nifty can open on positive note, gain 12 points: Maximus Securities",Wednesday,7/19/2017
Nifty likely to open on flat to positive note led by mixed global cues: ICICIdirect,Wednesday,7/19/2017
Ganeshaspeaks: Nifty prediction for July 19,Wednesday,7/19/2017
"Buy, Sell, Hold: Analysts are tracking these 2 stocks today. Do you own them?",Wednesday,7/19/2017
"From Narayanan to Mukherjee, Sensex jumped upto 40% in last four presidential poll years",Wednesday,7/19/2017
Crucial support for Nifty at 9720; 4 stocks to buy today: Prakash Gaba,Wednesday,7/19/2017
Trade Setup for Wednesday: Top 10 things you should know before Opening Bell,Tuesday,7/18/2017
"Sensex posts biggest loss in 2017, cracks 364 pts as GST jolt drags ITC 13%",Tuesday,7/18/2017
Balaji Telefilms gains 4% ahead of meet to discuss fundraising plans,Tuesday,7/18/2017
ITC derails Nifty journey towards 10K; 10 stocks which fund managers bought in June,Tuesday,7/18/2017
"Jubilant Foodworks gains over 4% on strong Q1, bullish brokerages’ stance",Tuesday,7/18/2017
"Closing Bell: Sensex ends over 350 points lower, Nifty closes below 9850; ITC, RIL fall",Tuesday,7/18/2017
Nifty to open gap down by 21.80 points at 9912: Dynamic Levels,Tuesday,7/18/2017
"Buy, Sell, Hold: Here are 3 stocks that analysts are talking about today",Tuesday,7/18/2017
See Nifty shed 32 points at opening: Maximus Securities,Tuesday,7/18/2017
See flat to negative opening led by weak global cues: ICICIdirect,Tuesday,7/18/2017
Nifty faces profit booking; 5 stocks to buy today which can give decent gains,Tuesday,7/18/2017
Ganeshaspeaks: Nifty prediction for July 18,Tuesday,7/18/2017
"Resistance for Nifty at 9969; buy Apollo Tyres, Adani Ports, DHFL: Prakash Gaba",Tuesday,7/18/2017
What changed for the market while you were sleeping? 14 things to know,Tuesday,7/18/2017
Trade Setup for Tuesday: Top 10 things you should know before Opening Bell,Monday,7/17/2017
"Markets at new highs on capital inflows, earnings optimism",Monday,7/17/2017
"RIL, Infosys, banks help Nifty close above 9900 for 1st time; ITC limits Sensex gains",Monday,7/17/2017
Brokerages highlight Infosys’ performance in tough times; stock ends over 1% higher,Monday,7/17/2017
"Countdown to 10,000 on Nifty has started! Time to book profits or add fresh positions?",Monday,7/17/2017
Why does Motilal Oswal see 17% upside on UltraTech Cement?,Monday,7/17/2017
D-Street unfazed with early morning crack in China shares; Nifty hits fresh highs,Monday,7/17/2017
Ganeshaspeaks: Nifty prediction for July 17,Monday,7/17/2017
"Closing Bell: Sensex begins week on positive note, Nifty closes above 9900 for first time ever",Monday,7/17/2017
Nifty to open gap up by 40.45 points at 9943: Dynamic Levels,Monday,7/17/2017
Nifty can gain 39 points at opening: Maximus Securities,Monday,7/17/2017
Nifty likely to open gap up on back of strong global cues: ICICIdirect,Monday,7/17/2017
"Buy, Sell, Hold: 6 stocks that are being tracked by analysts today",Monday,7/17/2017
Early Christmas! Over 60% of analysts’ feel Sensex likely to stay in 32000-35000 range till Dec: Poll,Monday,7/17/2017
Trade Setup for Monday: Top 10 things you should know before Opening Bell,Sunday,7/16/2017
Market Week Ahead: Here are 8 factors that could drive the Street from July 17,Sunday,7/16/2017
Thank God it’s Friday! 33 stocks hit fresh all-time highs; mid & small caps outperform Nifty,Friday,7/14/2017
Why Infosys sulked in last hour of trade despite Q1 earnings surprise,Friday,7/14/2017
Technical View: Nifty forms ‘Hanging Man’ on charts; tread with caution,Friday,7/14/2017
Sensex snaps 4-day gains; Nifty fails to hold 9900 but see stellar 2% weekly rally,Friday,7/14/2017
"Confused @ 9,900 on Nifty. Should investors book profits, buy on dips or exit markets?",Friday,7/14/2017
"Ambit awaits lower valuations; adds Dabur, Idea; removes ITC, Bharti Infratel",Friday,7/14/2017
"Buy, Sell, Hold: 3 stocks are being tracked by analysts today",Friday,7/14/2017
"Closing bell: Sensex, Nifty close lower after rangebound trade; Infosys loses shine",Friday,7/14/2017
Nifty to open gap up by 21 points at 9908: Dynamic Levels,Friday,7/14/2017
"Nifty  can open on positive note, gain by 13 points: Maximus Securities",Friday,7/14/2017
Nifty to open flat on back of mixed global cues: ICICIdirect,Friday,7/14/2017
Ganeshaspeaks: Nifty predictions for July 14,Friday,7/14/2017
Trade Setup for Friday: Top 10 things you should know before Opening Bell,Thursday,7/13/2017
"Nifty, Bank at record closing highs; Sensex above 32000 for 1st time; Infosys eyed",Thursday,7/13/2017
"Bull run continues: As Sensex hits 32000, more than 140 stocks trade at 52-week highs",Thursday,7/13/2017
A 1000-point journey to 32K produced multibaggers that rose up to 500%. Do you own any?,Thursday,7/13/2017
Valuations look stretched but some more upside likely in coming few weeks: HDFC Sec,Thursday,7/13/2017
"Closing Bell: Sensex ends up over 200 points, Nifty at kissing distance from 9900; ITC up 3%",Thursday,7/13/2017
Nifty can open gap up by 43 points: Maximus Securities,Thursday,7/13/2017
Nifty to open gap up by 55 points at 9877: Dynamic Levels,Thursday,7/13/2017
Nifty to open on positive note led by strong global cues: ICICIdirect,Thursday,7/13/2017
"Buy, Sell, Hold: 5 stocks and 1 sector that analysts are tracking today",Thursday,7/13/2017
Nifty to face resistance at 9916; 4 stocks to buy today: Prakash Gaba,Thursday,7/13/2017
TCS slips up to 3% in 3 out of 4 times post quarterly results. How to trade the stock?,Thursday,7/13/2017
"Nifty may climb 10,500 by Diwali. 10 stocks likely to see short covering rally",Thursday,7/13/2017
What changed for the market while you were sleeping? 12 things to know,Thursday,7/13/2017
Trade Setup for Thursday: Top 10 things you should know before Opening Bell,Wednesday,7/12/2017
"Sensex at record close, Nifty ends above 9,800 for 1st time; RIL at new 9-year high",Wednesday,7/12/2017
"ONGC, HPCL, and MRPL gain 3-4% post reports of merger completion in FY18",Wednesday,7/12/2017
"Q1FY18 earnings season likely to be challenging, revenue growth seen at 3.1%: Nomura",Wednesday,7/12/2017
Closing bell: Market continues to end at record closing high; oil stocks lead,Wednesday,7/12/2017
See Nifty open on positive note: Maximus Securities,Wednesday,7/12/2017
Nifty to open gap up by 18 points at 9805: Dynamic Levels,Wednesday,7/12/2017
"Buy, Sell, Hold: 2 stocks and 1 sector are on the radar of analysts today",Wednesday,7/12/2017
Nearly $1 bn likely to enter D-St! 10 stocks to buy which can give up to 30% return,Wednesday,7/12/2017
Ganeshaspeaks: Nifty prediction for July 12,Wednesday,7/12/2017
"Key resistance for Nifty at 9817; 4 stocks to buy, sell today: Prakash Gaba",Wednesday,7/12/2017
What changed for the market while you were sleeping? 10 things to know,Wednesday,7/12/2017
Trade Setup for Wednesday: Top 10 things you should know before Opening Bell,Tuesday,7/11/2017
"Technical View: Nifty forms ‘Shooting Star’; 9,800 key for momentum to sustain",Tuesday,7/11/2017
Market at record close but Nifty fails to hold 9800 on late profit taking; Midcap dips,Tuesday,7/11/2017
"As market posts fresh highs, over 130 stocks clocked fresh 52-week high mark",Tuesday,7/11/2017
"Closing bell: Nifty ends below 9800, Sensex marginally higher; ITC, ICICI drag",Tuesday,7/11/2017
Nifty could gain 28 points at opening bell: Maximus Securities,Tuesday,7/11/2017
"Buy, Sell, Hold: 6 stocks and 2 sectors are on analysts’ radar today",Tuesday,7/11/2017
See flat opening led by mixed global cues: ICICIdirect,Tuesday,7/11/2017
"Believe it or not, Indian market is heading towards $4 trn market cap in next 5-7 years",Tuesday,7/11/2017
"Resistance for Nifty at 9816; buy L&amp;T, Bosch, Eicher, Sun Pharma: Prakash Gaba",Tuesday,7/11/2017
Trade Setup for Tuesday: Top 10 things you should know before Opening Bell,Monday,7/10/2017
Expect earnings revision breadth to improve in next few months: Morgan Stanley,Monday,7/10/2017
Tech glitch as it happened: What went wrong at the NSE today,Monday,7/10/2017
"Technical View: Finally, a breakout! All eyes on 5-digit figure of 10,000 on Nifty",Monday,7/10/2017
Sensex hits record high in 10 days! Top 15 stocks rose up to 50-100%; did you make money?,Monday,7/10/2017
"Market at record close amid NSE's tech glitch; Sensex up 355 pts, Nifty above 9750",Monday,7/10/2017
NSE trading disruption not due to external attack: Sources,Monday,7/10/2017
Sebi closely monitoring situation at NSE,Monday,7/10/2017
"NSE says cash market trading normally, but cites 'display issue'",Monday,7/10/2017
Lupin gains nearly 3% post US FDA nod to infection drug,Monday,7/10/2017
NSE Shut Down: Monday’s tech glitch brings back memories of 15% crash on October 2012,Monday,7/10/2017
Traders concerned about their NSE F&O trades worth Rs 77K crore; 10 things to know,Monday,7/10/2017
Indian rupee moves up 8 paise against dollar to 64.52,Monday,7/10/2017
Biocon cracks over 9% as French regulator finds lapses at Bengaluru plant,Monday,7/10/2017
"Closing bell: Sensex soars 355 pts, Nifty ends at record closing high; IT leads",Monday,7/10/2017
Nifty to open gap up at 9690: Dynamic Levels,Monday,7/10/2017
"Nifty to open on positive note, gain of 8 points: Maximus Securities",Monday,7/10/2017
Expect Nifty to open flat on back of mixed global cues: ICICIdirect,Monday,7/10/2017
Market to turn bearish; Nifty may crack below 9000 by Aug 21: Indrodeep Banerjee,Monday,7/10/2017
Ganeshaspeaks: Nifty prediction for July 10,Monday,7/10/2017
"Buy, Sell, Hold: 7 stocks and 1 event are on the radar of analysts today",Monday,7/10/2017
F&amp;O cues: Nifty 9700 Call adds 3.5 lakh shares in Open Interest,Monday,7/10/2017
Crucial support for Nifty at 9600; 4 stocks to buy today: Prakash Gaba,Monday,7/10/2017
